product_category_name,customer_state,total_orders,avg_cost_to_serve,avg_cost_pct,problem_rate
livros_tecnicos,MT,5,23.04,0.4849560912003296,0.0
perfumaria,PI,16,34.881875,0.4844075629539241,0.125
moveis_decoracao,CE,87,33.84637931034483,0.4812933926651519,0.09195402298850575
informatica_acessorios,PA,90,32.93811111111111,0.48081188784840734,0.06666666666666667
moveis_colchao_e_estofado,SP,22,39.92318181818182,0.4792781918699079,0.09090909090909091
cama_mesa_banho,CE,83,30.96734939759036,0.4770606440452988,0.1566265060240964
utilidades_domesticas,BA,161,32.36490683229814,0.4757637920005994,0.06832298136645963
moveis_cozinha_area_de_servico_jantar_e_jardim,MG,29,41.172758620689656,0.4754548528651999,0.034482758620689655
audio,ES,14,16.181428571428572,0.47545145803133576,0.21428571428571427
bebes,AM,5,27.856,0.4750310805427243,0.0
beleza_saude,AM,20,29.6325,0.4736827674742021,0.0
ferramentas_jardim,PE,65,35.87107692307692,0.47361235754218045,0.07692307692307693
papelaria,AM,6,28.33666666666667,0.4732386715019778,0.0
fashion_bolsas_e_acessorios,CE,30,24.610333333333333,0.47307647987754353,0.06666666666666667
malas_acessorios,PE,13,56.964615384615385,0.4717220775189554,0.15384615384615385
cama_mesa_banho,PE,93,35.516666666666666,0.4715631619209796,0.07526881720430108
bebes,AL,7,49.02285714285715,0.4706211238378191,0.0
fashion_bolsas_e_acessorios,SE,7,22.967142857142857,0.47050681651622606,0.0
informatica_acessorios,CE,89,29.152191011235956,0.4699664129424395,0.15730337078651685
brinquedos,AL,12,30.50916666666667,0.4686846660711246,0.3333333333333333
alimentos_bebidas,SP,136,13.843933823529412,0.4686210586151173,0.014705882352941176
consoles_games,SE,6,31.851666666666663,0.46776473172829086,0.0
perfumaria,MS,25,16.84,0.467190795459413,0.08
eletrodomesticos,MG,86,19.229767441860464,0.4658296178714876,0.046511627906976744
brinquedos,RN,25,31.5956,0.46552064114550334,0.08
pet_shop,CE,12,27.165000000000003,0.4654859683163653,0.16666666666666666
cama_mesa_banho,MA,36,38.61416666666666,0.46530056838691486,0.16666666666666666
consoles_games,PR,47,17.0031914893617,0.4649149404233903,0.02127659574468085
beleza_saude,RR,7,36.25,0.46359397874665814,0.2857142857142857
automotivo,PB,22,60.08727272727273,0.4619526775001057,0.13636363636363635
alimentos_bebidas,MG,26,16.77269230769231,0.4618601190570591,0.0
moveis_decoracao,MT,75,27.0608,0.4611663437548873,0.06666666666666667
beleza_saude,MA,89,31.81370786516854,0.46101116786317625,0.24719101123595505
bebes,MA,27,40.85925925925926,0.46073788693818235,0.14814814814814814
informatica_acessorios,PI,36,34.24027777777778,0.46007879409092983,0.1111111111111111
papelaria,MS,22,19.310454545454544,0.45994522918798264,0.13636363636363635
consoles_games,PE,20,34.1455,0.45956227788041204,0.15
moveis_decoracao,TO,18,38.14611111111111,0.45817571314259986,0.05555555555555555
alimentos,RS,13,20.13153846153846,0.45769478025109234,0.0
utilidades_domesticas,DF,145,21.95496551724138,0.4560411347343502,0.006896551724137931
livros_tecnicos,RJ,29,18.29689655172414,0.4539802768105242,0.10344827586206896
audio,AL,5,25.038,0.4528681314260897,0.8
brinquedos,PB,15,41.330000000000005,0.4527698642129774,0.13333333333333333
pet_shop,MT,16,37.679375,0.45155990280630875,0.1875
eletrodomesticos,RS,43,22.661627906976744,0.451325981161618,0.0
pet_shop,RO,8,51.08,0.4508766421097635,0.0
utilidades_domesticas,GO,132,28.81772727272727,0.44820788624900915,0.022727272727272728
utilidades_domesticas,PI,19,56.54789473684211,0.44789686553146,0.15789473684210525
bebidas,RS,18,20.755,0.4474470550568499,0.1111111111111111
automotivo,PR,233,25.326545064377683,0.44740739650801686,0.06866952789699571
moveis_escritorio,PA,27,67.33444444444444,0.4462837284547287,0.0
automotivo,CE,59,41.997966101694914,0.44619692576832715,0.1694915254237288
eletrodomesticos,RJ,83,19.859638554216865,0.4451607589598055,0.04819277108433735
audio,DF,15,17.265333333333334,0.4440323687933624,0.13333333333333333
alimentos,SC,16,16.639375,0.442402311552885,0.0625
esporte_lazer,PE,149,34.036040268456375,0.44138710730789127,0.06711409395973154
brinquedos,MA,23,39.239347826086956,0.4412226925090729,0.08695652173913043
fashion_bolsas_e_acessorios,GO,45,18.612444444444446,0.440369276654835,0.044444444444444446
livros_interesse_geral,RJ,57,16.940526315789473,0.4403163106926638,0.17543859649122806
esporte_lazer,CE,93,32.101397849462366,0.44017829165286837,0.13978494623655913
moveis_decoracao,PA,71,41.96140845070422,0.4399196992786809,0.09859154929577464
informatica_acessorios,SE,36,25.984722222222224,0.43950230465457335,0.027777777777777776
beleza_saude,TO,35,34.272571428571425,0.43898823780035323,0.2
moveis_colchao_e_estofado,RJ,8,43.545,0.43799321646515726,0.125
cama_mesa_banho,PI,34,39.764117647058825,0.43763993888566377,0.20588235294117646
construcao_ferramentas_jardim,MG,30,25.543666666666663,0.43708828669413,0.1
utilidades_domesticas,PR,337,22.265563798219585,0.436673965664048,0.026706231454005934
eletrodomesticos,GO,13,17.41,0.43596938691296727,0.0
portateis_cozinha_e_preparadores_de_alimentos,SP,8,13.0525,0.4359120486096068,0.125
construcao_ferramentas_construcao,RJ,120,26.207583333333332,0.4352076349434278,0.125
consoles_games,AL,7,42.128571428571426,0.434146895148806,0.2857142857142857
cama_mesa_banho,TO,10,40.553,0.43389907902766023,0.1
construcao_ferramentas_construcao,DF,6,17.293333333333333,0.4337653473593434,0.0
malas_acessorios,PB,7,37.89714285714285,0.43294440144431573,0.0
utilidades_domesticas,MG,834,22.424778177458034,0.43280030648668644,0.046762589928057555
brinquedos,CE,65,31.37123076923077,0.43182902977555704,0.1076923076923077
fashion_bolsas_e_acessorios,PR,118,16.174237288135593,0.4310448285923303,0.059322033898305086
moveis_escritorio,PE,20,69.978,0.43103466518507094,0.15
artes_e_artesanato,MG,6,23.095,0.43071515171612357,0.0
beleza_saude,RS,435,21.172620689655172,0.43066342928343654,0.06666666666666667
utilidades_domesticas,RJ,875,22.946005714285715,0.4297852376011036,0.08
eletrodomesticos,DF,13,24.275384615384613,0.4297692578501437,0.07692307692307693
bebes,CE,31,36.65870967741936,0.4285412874471659,0.1935483870967742
eletrodomesticos,PR,44,23.42863636363636,0.4274536857914734,0.09090909090909091
eletroportateis,BA,18,28.651666666666667,0.42731894305607987,0.16666666666666666
brinquedos,TO,13,32.61230769230769,0.42725120184608806,0.15384615384615385
cama_mesa_banho,PA,37,28.203243243243243,0.42718549573041453,0.08108108108108109
fraldas_higiene,SP,31,13.285483870967743,0.42676671725973175,0.03225806451612903
esporte_lazer,AL,33,33.128787878787875,0.42576948305949164,0.12121212121212122
moveis_escritorio,TO,6,92.76666666666667,0.42574305167668053,0.3333333333333333
telefonia_fixa,SC,7,17.66142857142857,0.4256551631807772,0.0
cama_mesa_banho,SE,15,39.83533333333333,0.42438998663773503,0.13333333333333333
construcao_ferramentas_jardim,CE,8,38.4425,0.4242142429389082,0.25
bebidas,SP,211,11.660781990521327,0.4234010223928096,0.052132701421800945
cool_stuff,PE,78,35.69653846153846,0.42318946769159393,0.0641025641025641
moveis_decoracao,DF,140,21.0885,0.42266323500272535,0.1357142857142857
utilidades_domesticas,ES,114,26.678026315789474,0.42251361462474685,0.14035087719298245
ferramentas_jardim,PI,16,36.31125,0.4217579912685602,0.1875
eletrodomesticos,ES,15,18.901333333333334,0.42054211438714806,0.06666666666666667
instrumentos_musicais,MA,10,50.165,0.4183200951759421,0.0
automotivo,PE,86,33.98296511627907,0.4178714367045014,0.10465116279069768
ferramentas_jardim,CE,56,33.21232142857143,0.4167614028047944,0.21428571428571427
informatica_acessorios,BA,259,23.43766409266409,0.41667816895630133,0.06177606177606178
consoles_games,RN,6,35.03666666666667,0.41660044874039714,0.0
industria_comercio_e_negocios,BA,5,30.918,0.41593540423600384,0.2
bebidas,GO,7,18.915714285714284,0.4156886264973556,0.0
telefonia_fixa,BA,12,21.044166666666666,0.41476921418760226,0.08333333333333333
papelaria,BA,76,22.400921052631578,0.41469349833046093,0.19736842105263158
perfumaria,PE,50,28.547399999999996,0.41436421125121703,0.12
artigos_de_festas,MG,5,22.8,0.4134631925150226,0.0
